property_type,surface_covered_in_m2,price_aprox_usd,state,lat,lon
apartment,87.0,232663.51,Distrito Federal,19.287738,-99.220264
apartment,76.0,270625.06,Distrito Federal,19.326058,-99.216727
apartment,250.0,210219.07,Quintana Roo,21.129547,-86.817017
apartment,90.0,53752.95,Distrito Federal,19.33923,-99.218987
apartment,69.0,33118.72,Distrito Federal,19.396705,-99.181902
apartment,87.0,226551.88,Distrito Federal,19.445744,-99.174986
apartment,63.0,42159.18,Distrito Federal,19.422587,-99.175108
apartment,80.0,76922.26,Distrito Federal,19.418198,-99.144746
apartment,93.0,225450.73,Distrito Federal,19.3033619569,-99.1686326265
apartment,65.0,90093.88,Distrito Federal,,
house,216.0,101349.51,Distrito Federal,19.396593,-99.133163
house,218.0,237145.4,Distrito Federal,19.381729,-99.164986
house,600.0,357214.36,Distrito Federal,19.328705,-99.124996
apartment,192.0,785214.77,Distrito Federal,19.387584,-99.208745
house,91.0,60551.12,Solidaridad,19.390434,-99.019779
house,149.0,97469.99,Quintana Roo,19.400379,-99.131088
apartment,189.0,456000.0,Quintana Roo,19.423086,-99.145135
apartment,210.0,160219.59,Quintana Roo,,
apartment,65.0,46146.24,Distrito Federal,19.410307,-99.065399
apartment,90.0,179134.04,Distrito Federal,19.3447,-99.212753
apartment,97.0,126236.81,Distrito Federal,20.6295586,-87.0738851
apartment,75.0,38942.31,Distrito Federal,,
apartment,68.0,121207.64,Distrito Federal,19.361276,-99.007324
apartment,120.0,120680.66,Distrito Federal,19.525141,-99.1707525
apartment,207.0,1361000.0,Distrito Federal,21.129547,-86.817017
apartment,97.0,126236.81,Distrito Federal,,
apartment,49.0,57955.13,Distrito Federal,19.276096,-99.128322
apartment,166.0,1022490.0,Distrito Federal,,
apartment,100.0,71126.75,Distrito Federal,19.4482164,-99.1589625
apartment,90.0,316118.9,Distrito Federal,19.41498,-99.177444
apartment,90.0,64277.51,Distrito Federal,19.307093,-99.240212
house,600.0,738454.44,Distrito Federal,19.271467,-99.146309
apartment,70.0,48524.25,Distrito Federal,19.342083,-99.0532159
house,240.0,150156.47,Distrito Federal,19.352528,-99.217276
apartment,78.0,64277.51,Distrito Federal,19.380937,-99.179545
apartment,310.0,700000.0,Distrito Federal,21.1727668755,-86.8193721771
house,455.0,416223.22,Distrito Federal,19.401079,-99.24807
apartment,189.0,406000.0,Quintana Roo,19.432901,-99.213075
apartment,76.0,61906.61,Distrito Federal,19.430081,-99.16693
apartment,78.0,147557.13,Distrito Federal,19.4734554757,-99.1856405139
apartment,78.0,64292.75,Distrito Federal,19.317653,-99.236291
apartment,120.0,225041.55,Distrito Federal,19.375412,-99.144234
apartment,75.0,95257.16,Distrito Federal,19.366254,-99.287392
apartment,85.0,192305.66,Distrito Federal,19.314831,-99.140445
house,0.0,77994.48,Distrito Federal,19.449277,-99.174463
house,160.0,121178.91,Quintana Roo,20.626583,-87.078659
apartment,60.0,120125.18,Distrito Federal,19.40571,-99.176403
apartment,600.0,2700000.0,Distrito Federal,21.129547,-86.817017
apartment,65.0,72777.28,Distrito Federal,,
house,128.0,110114.75,Solidaridad,19.442792,-99.191379
apartment,80.0,46890.97,Distrito Federal,19.394358,-99.177444
house,101.0,124340.1,Distrito Federal,20.6112555365,-87.1007680893
apartment,127.0,104343.97,Distrito Federal,19.445032,-99.140207
apartment,360.0,166489.28,Distrito Federal,19.386852,-99.194748
apartment,106.0,237089.17,Distrito Federal,19.428554,-99.140051
apartment,64.0,26870.1,Distrito Federal,19.436024,-99.15461
apartment,60.0,23492.42,Distrito Federal,19.281164,-99.20237
house,150.0,110667.85,Quintana Roo,19.405298,-99.164986
apartment,80.0,198101.17,Distrito Federal,19.324216,-99.216411
apartment,66.0,102738.64,Distrito Federal,,
apartment,101.0,268764.29,Distrito Federal,19.2833726485,-99.0550169349
apartment,63.0,168122.56,Distrito Federal,18.573403,-88.243105
apartment,180.0,184446.42,Quintana Roo,21.161908,-86.8515279
apartment,85.0,192305.66,Distrito Federal,,
apartment,130.0,237145.4,Distrito Federal,,
apartment,75.0,98787.15,Distrito Federal,19.399137,-99.180563
house,255.0,842983.74,Distrito Federal,19.398167,-99.109248
apartment,85.0,47417.83,Distrito Federal,19.281469,-99.128929
apartment,284.0,210745.93,Distrito Federal,19.479433,-99.142028
apartment,45.0,48442.58,Distrito Federal,19.464398,-99.113317
house,300.0,273969.71,Distrito Federal,19.432657,-99.177444
apartment,82.0,81683.41,Distrito Federal,20.6304949609,-87.0725083351
house,345.0,289844.37,Quintana Roo,19.384533,-99.183172
apartment,35.0,125000.0,Quintana Roo,19.491447,-99.180214
house,595.0,200208.63,Distrito Federal,20.5138888,-87.2394444
apartment,50.0,22381.21,Distrito Federal,19.301781,-99.20237
apartment,60.0,47628.58,Distrito Federal,19.418573,-99.145958
apartment,575.0,3400000.0,Distrito Federal,19.371342,-99.253616
house,138.0,170217.69,Distrito Federal,21.128227235,-86.750625819
house,121.0,112485.64,Distrito Federal,19.284989,-99.1580784
apartment,90.0,137490.05,Distrito Federal,23.634501,-102.552788
house,182.0,68492.42,Distrito Federal,19.40158,-99.15333
house,1.0,142287.24,Quintana Roo,19.3638234,-99.1444714
house,146.0,94835.67,Distrito Federal,20.6610722049,-87.0638587477
apartment,157.0,250320.14,Distrito Federal,,
house,160.0,194986.21,Distrito Federal,20.6161372777,-87.0842456818
house,10.0,316118.9,Quintana Roo,19.4856387,-99.1083012
house,220.0,289844.37,Distrito Federal,19.303029,-99.139237
house,400.0,471655.85,Quintana Roo,19.485524,-99.210631
apartment,70.0,40103.47,Distrito Federal,19.282895,-99.166933
house,850.0,4950000.0,Distrito Federal,19.425063,-99.141693
apartment,96.0,267647.33,Distrito Federal,19.307093,-99.240212
apartment,188.0,1300000.0,Quintana Roo,19.336697,-99.152534
house,226.0,230000.0,Quintana Roo,19.474655,-99.189277
house,220.0,89567.02,Distrito Federal,19.382275,-99.270241
apartment,620.0,1350000.0,Distrito Federal,19.368628,-99.070683
house,100.0,151210.2,Distrito Federal,,
apartment,90.0,57034.36,Distrito Federal,,
apartment,110.0,175231.5,Distrito Federal,19.3383272449,-99.2423719168
apartment,97.0,126236.81,Distrito Federal,,
apartment,85.0,58130.73,Distrito Federal,19.479366,-99.185756
apartment,70.0,84298.37,Distrito Federal,20.6751901171,-87.0422315598
house,1100.0,1212076.49,Distrito Federal,19.51119,-99.19437
apartment,98.0,267399.71,Distrito Federal,19.284214,-99.168135
house,300.0,579688.75,Distrito Federal,21.129547,-86.817017
house,900.0,1106416.15,Distrito Federal,19.394073,-99.153915
apartment,1200.0,62170.05,Distrito Federal,,
apartment,88.0,300312.95,Distrito Federal,19.271181,-99.137314
apartment,57.0,110667.85,Distrito Federal,,
apartment,70.0,55320.8,Distrito Federal,19.3605334,-99.2267067
apartment,65.0,99472.08,Distrito Federal,19.386821,-99.164805
house,197.0,49999.47,Distrito Federal,19.371745,-99.212281
apartment,65.0,46469.47,Distrito Federal,19.345833,-99.2341946
apartment,90.0,95257.16,Distrito Federal,19.30044,-99.108284
apartment,108.0,268543.0,Distrito Federal,19.402751,-99.098584
apartment,185.0,118017.72,Distrito Federal,21.162626,-86.834587
apartment,70.0,44520.07,Distrito Federal,,
apartment,58.0,45837.24,Distrito Federal,,
apartment,142.0,199154.9,Quintana Roo,,
house,150.0,81973.94,Distrito Federal,21.085934,-101.521965
house,140.0,61499.7,Distrito Federal,19.450671,-99.090587
house,110.0,31619.38,Quintana Roo,,
house,345.0,115910.26,Distrito Federal,19.264729,-99.133858
apartment,60.0,44536.01,Distrito Federal,19.321514,-99.13902
house,207.0,344147.0,Quintana Roo,20.6536975235,-87.0854634047
apartment,60.0,81683.41,Distrito Federal,19.394073,-99.153915
apartment,60.0,41797.92,Distrito Federal,21.146414,-86.843369
apartment,70.0,44699.21,Distrito Federal,41.577487,-93.751657
apartment,102.0,175000.0,Quintana Roo,,
house,550.0,1600000.0,Distrito Federal,20.6314990395,-87.0720469952
house,160.0,191349.98,Quintana Roo,19.31725,-99.079622
apartment,260.0,843183.65,Distrito Federal,,
apartment,171.0,193917.74,Quintana Roo,19.306092,-99.113431
apartment,125.0,213197.0,Quintana Roo,19.3797151,-99.1677132
house,166.0,350000.0,Quintana Roo,19.4340879,-99.2005149
apartment,145.0,358353.05,Distrito Federal,19.36476,-99.163522
apartment,165.0,750782.39,Distrito Federal,19.3649962,-99.2415231
house,250.0,131716.2,Othón P. Blanco,21.129547,-86.817017
apartment,80.0,183989.52,Distrito Federal,,
apartment,90.0,130135.61,Distrito Federal,19.293903,-99.215174
house,100.0,52686.48,Quintana Roo,19.3468022,-99.21351
apartment,74.0,170372.28,Distrito Federal,21.1716363523,-86.8192595243
apartment,74.0,226631.95,Distrito Federal,19.2967593,-99.037435
apartment,80.0,115937.75,Distrito Federal,19.468153,-99.189217
house,172.0,137017.34,Quintana Roo,19.4306069,-99.0949899
apartment,69.0,47681.26,Distrito Federal,19.346523,-99.191292
apartment,96.0,155000.0,Quintana Roo,19.478815,-99.196831
apartment,62.0,46111.6,Distrito Federal,,
house,220.0,104870.07,Distrito Federal,21.203037,-86.806343
house,855.0,2107459.35,Distrito Federal,19.408022,-99.164208
apartment,80.0,147557.13,Distrito Federal,19.279965,-99.178557
apartment,65.0,77975.99,Distrito Federal,19.3382158862,-99.182574749
house,150.0,212431.9,Distrito Federal,,
store,93.0,252955.09,Distrito Federal,19.387651,-99.142257
house,900.0,1500000.0,Distrito Federal,19.361634,-99.2258694
apartment,55.0,26764.23,Distrito Federal,21.1902642,-86.8198375
apartment,137.0,372432.37,Distrito Federal,,
apartment,62.0,27660.4,Distrito Federal,19.318989,-99.094437
house,224.0,341248.61,Distrito Federal,19.522644,-99.138341
house,400.0,224971.28,Distrito Federal,21.1903799,-86.8190064
apartment,52.0,53055.28,Distrito Federal,19.457835,-99.192701
house,700.0,2400000.0,Distrito Federal,19.417923,-99.148384
apartment,85.0,90093.88,Distrito Federal,,
apartment,110.0,210745.93,Distrito Federal,20.626583,-87.078659
apartment,100.0,86142.4,Distrito Federal,21.082655,-86.857162
apartment,340.0,974931.09,Distrito Federal,19.384533,-99.183172
apartment,45.0,43097.54,Distrito Federal,19.4040481,-99.1672763
apartment,60.0,23492.37,Distrito Federal,20.209438,-87.467918
house,155.0,120546.67,Distrito Federal,19.367025,-99.170349
apartment,108.0,197574.31,Distrito Federal,19.390572,-99.067607
apartment,85.0,67069.89,Distrito Federal,20.5055560995,-87.2248953581
house,156.0,115147.26,Quintana Roo,19.479447,-99.157515
apartment,60.0,41895.68,Distrito Federal,19.417364,-99.159454
apartment,72.0,129081.88,Distrito Federal,19.360091,-99.207555
apartment,75.0,54248.01,Distrito Federal,19.2710502621,-99.1486541927
apartment,65.0,24944.16,Distrito Federal,19.374413,-99.105499
apartment,49.0,25342.19,Distrito Federal,19.403428,-99.142753
apartment,70.0,25872.4,Distrito Federal,19.372724,-99.137094
house,122.0,125423.56,Distrito Federal,20.6365167711,-87.0682846476
house,410.0,471655.85,Distrito Federal,19.43672,-99.138969
apartment,65.0,45194.99,Distrito Federal,19.307951,-99.134178
house,180.0,84318.36,Quintana Roo,19.343979,-99.124863
apartment,50.0,42928.94,Distrito Federal,,
house,220.0,97469.99,Quintana Roo,19.2990233,-99.0436467
apartment,90.0,81664.04,Distrito Federal,19.425295,-99.225453
house,155.0,201270.95,Distrito Federal,19.574961,-88.05463
apartment,110.0,132067.41,Distrito Federal,21.170473305,-86.8068878353
house,350.0,242357.82,Distrito Federal,19.438456,-99.150497
apartment,66.0,59377.66,Distrito Federal,20.6600271622,-87.066873014
house,395.0,500521.59,Distrito Federal,19.3446502,-99.1884795
apartment,80.0,81683.41,Distrito Federal,19.324613,-99.211893
apartment,85.0,69775.55,Distrito Federal,19.400919,-99.147494
house,66.0,38012.24,Distrito Federal,19.354509,-99.149765
apartment,433.0,2500000.0,Distrito Federal,19.248758,-99.173294
apartment,60.0,54166.48,Distrito Federal,19.341894,-99.224525
apartment,126.0,105372.96,Distrito Federal,19.455936,-99.21299
apartment,70.0,53832.41,Distrito Federal,19.493973,-99.130394
house,155.0,126447.56,Distrito Federal,21.108694,-86.851657
apartment,70.0,28768.55,Distrito Federal,21.085934,-101.521965
apartment,70.0,91432.72,Distrito Federal,19.3174567525,-99.1231891772
apartment,68.0,77730.99,Distrito Federal,19.29744,-99.145971
apartment,130.0,258751.98,Distrito Federal,,
house,208.0,61657.8,Distrito Federal,19.392349,-99.07093
apartment,60.0,118467.3,Distrito Federal,19.346523,-99.191292
apartment,54.0,29052.9,Distrito Federal,21.161908,-86.8515279
apartment,734.0,3800000.0,Distrito Federal,19.394073,-99.153915
apartment,95.0,158059.45,Distrito Federal,,
apartment,0.0,68492.42,Distrito Federal,,
house,90.0,83028.62,Distrito Federal,19.380937,-99.179545
apartment,180.0,165962.42,Distrito Federal,19.420103,-99.171297
house,270.0,1000000.0,Distrito Federal,19.2812915544,-99.2034316063
apartment,75.0,56689.55,Distrito Federal,,
apartment,0.0,151000.0,Quintana Roo,20.209438,-87.467918
house,320.0,922232.11,Distrito Federal,19.364891,-99.148384
apartment,250.0,1291124.96,Distrito Federal,19.451915,-99.054172
apartment,137.0,326656.19,Distrito Federal,19.382986,-99.241837
apartment,296.0,421491.87,Distrito Federal,19.420166,-99.220367
apartment,89.0,158059.45,Distrito Federal,,
house,220.0,100128.05,Distrito Federal,19.314216,-99.135841
house,200.0,158096.93,Quintana Roo,21.1482965,-86.8443759
house,1203.0,2213357.08,Distrito Federal,21.128312,-86.878288
house,134.0,376434.38,Distrito Federal,19.36026,-99.089466
apartment,180.0,486296.24,Distrito Federal,21.141629,-86.854754
apartment,120.0,244570.65,Distrito Federal,23.634501,-102.552788
apartment,203.0,364058.86,Quintana Roo,19.439253,-99.163605
house,300.0,316118.9,Distrito Federal,19.341176,-99.217558
apartment,264.0,279304.58,Quintana Roo,19.366738,-99.14554
apartment,69.0,54962.71,Distrito Federal,19.381297,-99.090835
house,432.0,175972.85,Distrito Federal,19.324216,-99.216411
apartment,168.0,421591.82,Distrito Federal,19.364257,-99.161918
house,160.0,92728.21,Distrito Federal,21.129547,-86.817017
apartment,70.0,42379.42,Distrito Federal,19.399689,-99.188522
apartment,84.0,268764.29,Distrito Federal,21.082655,-86.857162
apartment,50.0,34562.33,Distrito Federal,20.6766959319,-87.0512385089
house,241.0,184402.69,Distrito Federal,19.334265,-99.20502
apartment,60.0,32138.75,Distrito Federal,19.428324,-99.176337
apartment,104.0,209000.0,Quintana Roo,19.348122,-99.125716
apartment,216.0,390000.0,Quintana Roo,19.482603,-99.194748
apartment,214.0,375000.0,Quintana Roo,,
house,83.0,71878.95,Distrito Federal,,
house,234.0,210219.07,Distrito Federal,19.336195,-99.23692
apartment,315.0,800000.0,Distrito Federal,19.3679526,-99.2983107
house,650.0,679655.64,Quintana Roo,19.417923,-99.148384
apartment,60.0,56689.49,Distrito Federal,19.367424,-99.185753
apartment,206.0,525000.0,Quintana Roo,,
apartment,64.0,50064.02,Distrito Federal,19.34452,-99.210476
apartment,80.0,79575.45,Distrito Federal,,
apartment,82.0,154987.69,Distrito Federal,,
apartment,248.0,1066000.0,Distrito Federal,20.6801688174,-87.0356655121
apartment,120.0,194939.99,Distrito Federal,19.394358,-99.177444
apartment,100.0,187037.01,Distrito Federal,19.440935,-99.188522
apartment,45.0,48431.1,Distrito Federal,,
apartment,85.0,53773.93,Distrito Federal,19.319557,-99.092189
apartment,70.0,44994.25,Distrito Federal,19.365175,-99.230064
apartment,55.0,77712.56,Distrito Federal,19.376089,-99.186225
apartment,51.0,99900.0,Quintana Roo,19.3919021903,-99.2553806305
house,353.0,920000.0,Distrito Federal,19.384664,-99.140542
apartment,64.0,129644.46,Distrito Federal,19.3923495,-99.0709315
house,256.0,100104.31,Quintana Roo,19.395268,-99.175265
apartment,58.0,85352.1,Distrito Federal,19.396018,-99.147826
apartment,195.0,158059.45,Distrito Federal,19.416881,-99.109781
apartment,140.0,273969.71,Distrito Federal,19.410966,-99.147629
apartment,162.0,237089.17,Distrito Federal,19.523798,-99.155941
house,220.0,181811.47,Quintana Roo,19.409748,-99.13548
house,336.0,134350.53,Distrito Federal,19.372684,-99.183678
house,120.0,224444.42,Distrito Federal,19.481862,-99.12316
apartment,75.0,207690.11,Distrito Federal,,
house,319.0,247685.19,Quintana Roo,19.396705,-99.181902
house,470.0,816000.0,Distrito Federal,19.3378258,-99.2085478
apartment,0.0,102499.51,Distrito Federal,19.287188,-99.170525
house,90.0,255757.78,Distrito Federal,19.40356,-99.061536
apartment,58.0,63750.64,Distrito Federal,19.382986,-99.241837
house,275.0,632237.8,Distrito Federal,,
apartment,134.0,310009.64,Distrito Federal,19.3653,-99.148217
house,138.0,221208.0,Quintana Roo,,
apartment,80.0,68228.99,Distrito Federal,19.359983,-99.158066
apartment,74.0,115910.26,Distrito Federal,19.403193,-99.157761
house,233.0,268764.78,Distrito Federal,19.399226,-99.134352
apartment,200.0,521719.88,Distrito Federal,19.399461,-99.175182
apartment,42.0,27028.16,Distrito Federal,19.39365,-99.14769
apartment,65.0,42676.05,Distrito Federal,19.414713,-99.149175
apartment,149.0,368000.0,Quintana Roo,,
house,140.0,61481.78,Distrito Federal,19.430132,-99.169144
apartment,147.0,370000.0,Quintana Roo,19.439716,-99.152892
apartment,102.0,226551.88,Distrito Federal,21.0939997918,-86.8690373003
apartment,82.0,163366.83,Distrito Federal,19.377369,-99.198052
apartment,60.0,120000.0,Quintana Roo,19.3108788,-99.1386972
house,490.0,628171.81,Distrito Federal,19.400249,-99.177444
apartment,145.0,245050.24,Distrito Federal,19.446823,-99.130394
store,300.0,1027386.43,Quintana Roo,19.408904,-99.174556
house,180.0,124340.1,Distrito Federal,19.393568,-99.186143
apartment,56.0,36300.98,Distrito Federal,21.129547,-86.817017
apartment,150.0,260000.0,Quintana Roo,19.398671,-99.134129
apartment,203.0,364058.86,Quintana Roo,19.386852,-99.194748
apartment,165.0,750782.39,Distrito Federal,18.740394,-88.338181
apartment,437.0,901736.49,Distrito Federal,19.372531,-99.194428
apartment,70.0,45837.24,Distrito Federal,19.385989,-99.186285
apartment,70.0,52453.08,Distrito Federal,19.436634,-99.190607
house,80.0,122467.73,Distrito Federal,19.242355,-99.097161
apartment,89.0,77994.48,Quintana Roo,19.264168,-99.119228
apartment,130.0,202842.96,Distrito Federal,19.384117,-99.205132
apartment,147.0,197621.16,Quintana Roo,19.452503,-99.120018
house,420.0,184446.42,Quintana Roo,19.3257242,-99.2170325
store,1140.0,368892.84,Distrito Federal,19.2775156,-99.1645304
apartment,200.0,579688.75,Distrito Federal,19.440569,-99.177506
apartment,60.0,34246.21,Distrito Federal,19.361606,-99.201739
apartment,68.0,103502.59,Distrito Federal,19.3684183,-99.2803757
